"IN","STR","UNIT","RXNORM_CUI","VA_CLS","VA_CLS_CD"
"calcium chloride",100,"MG",828527,"CALCIUM","TN420"
"cholecalciferol",0.01,"MG",435020,"VITAMIN D,OTHER","VT509"
"glucose",500,"MG",237653,"IV SOLUTIONS WITHOUT ELECTROLYTES","TN101"
"glucose",100,"MG",1795477,"IV SOLUTIONS WITHOUT ELECTROLYTES","TN101"
"vitamin E",180,"MG",313717,"VITAMIN E","VT600"
"ursodeoxycholate",500,"MG",858735,"GASTRIC MEDICATIONS,OTHER","GA900"
"fondaparinux",12.5,"MG",861364,"ANTICOAGULANTS","BL110"
"lactulose",667,"MG",755468,"HYPEROSMOTIC LAXATIVES","GA202"
"solifenacin",10,"MG",539815,"ANTISPASMODICS,URINARY","GU201"
"calcium carbonate",800,"MG",688892,"ANTACIDS,OTHER","GA199"
"famotidine",10,"MG",688892,"ANTACIDS,OTHER","GA199"
"magnesium hydroxide",165,"MG",688892,"ANTACIDS,OTHER","GA199"
"fenofibrate",130,"MG",578797,"ANTILIPEMIC AGENTS","CV350"
"omega-3 acid ethyl esters (USP)",1000,"MG",607044,"ANTILIPEMIC AGENTS","CV350"
"eszopiclone",3,"MG",540411,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"eszopiclone",2,"MG",540409,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"eszopiclone",1,"MG",540407,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"insulin, regular, human",100,"UNT",2206092,"INSULIN","HS501"
"hypromellose",2,"MG",259581,"EYE WASHES/LUBRICANTS","OP500"
"hypromellose",2,"MG",259581,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"glycerin",2,"MG",259581,"EYE WASHES/LUBRICANTS","OP500"
"glycerin",2,"MG",259581,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"polyethylene glycol 400",10,"MG",259581,"EYE WASHES/LUBRICANTS","OP500"
"polyethylene glycol 400",10,"MG",259581,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"policosanol",10,"MG",359952,NA,NA
"S-adenosylmethionine",200,"MG",541215,"HERBS/ALTERNATIVE THERAPIES","HA000"
"fexofenadine",180,"MG",1190334,"ANTIHISTAMINE/DECONGESTANT","RE501"
"pseudoephedrine",240,"MG",1190334,"ANTIHISTAMINE/DECONGESTANT","RE501"
"desloratadine",5,"MG",1112260,"ANTIHISTAMINE/DECONGESTANT","RE501"
"pseudoephedrine",240,"MG",1112260,"ANTIHISTAMINE/DECONGESTANT","RE501"
"tizanidine",4,"MG",583211,"SKELETAL MUSCLE RELAXANTS","MS200"
"entecavir",0.5,"MG",578457,"ANTIVIRALS","AM800"
"ergocalciferol",100,"MG",485550,"ERGOCALCIFEROL","VT504"
"calcium citrate",250,"MG",485550,"MULTIVITAMINS WITH MINERALS","VT802"
"fenofibrate",160,"MG",583096,"ANTILIPEMIC AGENTS","CV350"
"calcium carbonate",1500,"MG",832919,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",200,"UNT",832919,"MULTIVITAMINS WITH MINERALS","VT802"
"sildenafil",20,"MG",581645,"ANTIHYPERTENSIVES,OTHER","CV490"
"sildenafil",20,"MG",581645,"GENITO-URINARY AGENTS,OTHER","GU900"
"becaplermin",1e-04,"MG",213197,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"lipase",8000,"UNT",209243,"DIGESTANTS","GA500"
"amylase",30000,"UNT",209243,"DIGESTANTS","GA500"
"protease",30000,"UNT",209243,"DIGESTANTS","GA500"
"mometasone",220,"MCG",746813,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"clavulanate",62.5,"MG",861689,"PENICILLINS,AMINO DERIVATIVES","AM111"
"amoxicillin",1000,"MG",861689,"PENICILLINS,AMINO DERIVATIVES","AM111"
"pregabalin",100,"MG",607018,"CNS MEDICATIONS,OTHER","CN900"
"insulin detemir",100,"UNT",616238,"INSULIN","HS501"
"zolpidem",6.25,"MG",854896,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"nepafenac",1,"MG",603978,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"zolpidem",12.5,"MG",854882,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"meperidine",25,"MG",2539192,"OPIOID ANALGESICS","CN101"
"magnesium trisilicate",20,"MG",212048,NA,NA
"aluminum hydroxide",80,"MG",212048,"ALUMINUM/MAGNESIUM CONTAINING ANTACIDS","GA103"
"losartan",100,"MG",979466,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",979466,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"aripiprazole",2,"MG",615172,"ANTIPSYCHOTICS,OTHER","CN709"
"hypromellose",4,"MG",861079,"EYE WASHES/LUBRICANTS","OP500"
"heparin",10000,"UNT",1361853,"ANTICOAGULANTS","BL110"
"hydrocortisone",30,"MG",1291096,"GLUCOCORTICOIDS","HS051"
"acetaminophen",300,"MG",1310202,"NON-OPIOID ANALGESICS","CN103"
"hydrocodone",5,"MG",1310202,"OPIOID ANALGESICS","CN101"
"naphazoline",0.25,"MG",1046266,"OPHTHALMICS,OTHER","OP900"
"pheniramine",3,"MG",1046266,"OPHTHALMICS,OTHER","OP900"
"red yeast rice",600,"MG",259132,"HERBS/ALTERNATIVE THERAPIES","HA000"
"acetaminophen",300,"MG",1310212,"NON-OPIOID ANALGESICS","CN103"
"hydrocodone",7.5,"MG",1310212,"OPIOID ANALGESICS","CN101"
"levetiracetam",1000,"MG",630807,"ANTICONVULSANTS","CN400"
"lidocaine",10,"MG",543951,"LOCAL ANESTHETICS,INJECTION","CN204"
"magnesium carbonate",105,"MG",1250282,"ALUMINUM/MAGNESIUM CONTAINING ANTACIDS","GA103"
"aluminum hydroxide",160,"MG",1250282,"ALUMINUM/MAGNESIUM CONTAINING ANTACIDS","GA103"
"dextroamphetamine",7.5,"MG",861233,"AMPHETAMINES","CN801"
"amphetamine",7.5,"MG",861233,"AMPHETAMINES","CN801"
"coal tar",5,"MG",1090634,NA,NA
"psyllium",520,"MG",1090917,"BULK-FORMING LAXATIVES","GA201"
"enoxaparin",100,"MG",854256,"ANTICOAGULANTS","BL110"
"poliovirus vaccine inactivated, type 1 (Mahoney)",80,"UNT",763106,"VACCINES","IM100"
"poliovirus vaccine inactivated, type 2 (MEF-1)",16,"UNT",763106,"VACCINES","IM100"
"poliovirus vaccine inactivated, type 3 (Saukett)",64,"UNT",763106,"VACCINES","IM100"
"loteprednol etabonate",5,"MG",213263,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"dextroamphetamine",7.5,"MG",541365,"AMPHETAMINES","CN801"
"amphetamine",7.5,"MG",541365,"AMPHETAMINES","CN801"
"varicella-zoster virus vaccine live (Oka-Merck) strain",29800,"UNT",1292435,"VACCINES","IM100"
"varenicline",1,"MG",636676,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"varenicline",1,"MG",795737,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"varenicline",0.5,"MG",795737,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"hypromellose",3,"MG",900141,"EYE WASHES/LUBRICANTS","OP500"
"dextran 70",1,"MG",900141,"EYE WASHES/LUBRICANTS","OP500"
"glycerin",2,"MG",900141,"EYE WASHES/LUBRICANTS","OP500"
"darbepoetin alfa",0.5,"MG",731241,"BLOOD FORMATION PRODUCTS","BL400"
"doxycycline",40,"MG",901401,"TETRACYCLINES","AM250"
"cholecalciferol",0.005,"MG",1005706,"MULTIVITAMINS WITH MINERALS","VT802"
"calcium citrate",1190,"MG",1005706,"MULTIVITAMINS WITH MINERALS","VT802"
"bismuth subsalicylate",262,"MG",211153,"ANTIDIARRHEAL AGENTS","GA208"
"salmeterol",21,"MCG",896243,"ANTIASTHMA,OTHER","RE109"
"fluticasone",115,"MCG",896243,"ANTIASTHMA,OTHER","RE109"
"salmeterol",21,"MCG",896273,"ANTIASTHMA,OTHER","RE109"
"fluticasone",230,"MCG",896273,"ANTIASTHMA,OTHER","RE109"
"darbepoetin alfa",0.5,"MG",731231,"BLOOD FORMATION PRODUCTS","BL400"
"fexofenadine",60,"MG",1190331,"ANTIHISTAMINE/DECONGESTANT","RE501"
"pseudoephedrine",120,"MG",1190331,"ANTIHISTAMINE/DECONGESTANT","RE501"
"zinc sulfate",220,"MG",1300354,"ZINC","TN450"
"epoetin alfa",10000,"UNT",150916,"BLOOD FORMATION PRODUCTS","BL400"
"ascorbic acid",4700,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"polyethylene glycol 3350",1e+05,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium ascorbate",5900,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium sulfate",7500,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"potassium chloride",1015,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium chloride",2690,"MG",800918,"HYPEROSMOTIC LAXATIVES","GA202"
"zolmitriptan",2.5,"MG",153353,"ANTIMIGRAINE AGENTS","CN105"
"drospirenone",0.5,"MG",1483554,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"estradiol",1,"MG",1483554,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"cholecalciferol",0.025,"MG",199362,"VITAMIN D,OTHER","VT509"
"methylprednisolone",2,"MG",207136,"GLUCOCORTICOIDS","HS051"
"cholecalciferol",0.025,"MG",245500,"VITAMIN D,OTHER","VT509"
"bisacodyl",0.333,"MG",308749,"LAXATIVES,RECTAL","RS300"
"entacapone",200,"MG",261318,"ANTIPARKINSON AGENTS","CN500"
"hypochlorite",1.25,"MG",644133,"ANTIBACTERIAL,TOPICAL","DE101"
"hypochlorite",1.25,"MG",644133,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"sumatriptan",12,"MG",208452,"ANTIMIGRAINE AGENTS","CN105"
"sitagliptin",50,"MG",665044,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"sitagliptin",100,"MG",665036,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"benzocaine",6,"MG",802559,"ANESTHETICS,MUCOSAL","NT300"
"menthol",10,"MG",802559,"ANESTHETICS,MUCOSAL","NT300"
"mafenide",50,"MG",285024,"ANTIBACTERIAL,TOPICAL","DE101"
"pirbuterol",0.2,"MG",966812,NA,NA
"testosterone",0.01,"MG",1597124,"ANDROGENS/ANABOLICS","HS100"
"ramipril",1.25,"MG",845489,"ACE INHIBITORS","CV800"
"ramipril",5,"MG",104385,"ACE INHIBITORS","CV800"
"methylphenidate",20,"MG",1091163,"AMPHETAMINE LIKE STIMULANTS","CN802"
"acetaminophen",325,"MG",1294019,"NON-OPIOID ANALGESICS","CN103"
"guaifenesin",200,"MG",1294019,"COLD REMEDIES,OTHER","RE599"
"pseudoephedrine",30,"MG",1294019,"ANTIHISTAMINE/DECONGESTANT","RE501"
"amiodarone",100,"MG",835958,"ANTIARRHYTHMICS","CV300"
"epinastine",0.5,"MG",860656,"OPHTHALMICS,OTHER","OP900"
"pilocarpine",7.5,"MG",1001006,"PARASYMPATHOMIMETICS (CHOLINERGICS)","AU300"
"vitamin A",0.45,"MG",876679,"MULTIVITAMINS","VT801"
"ascorbic acid",35,"MG",876679,"MULTIVITAMINS","VT801"
"cholecalciferol",0.01,"MG",876679,"MULTIVITAMINS","VT801"
"hypromellose",5,"MG",211609,"EYE WASHES/LUBRICANTS","OP500"
"hyaluronate",14,"MG",1246825,"ANTIRHEUMATICS,OTHER","MS190"
"rizatriptan",10,"MG",828537,"ANTIMIGRAINE AGENTS","CN105"
"magnesium carbonate",47.5,"MG",404472,"ALUMINUM/MAGNESIUM CONTAINING ANTACIDS","GA103"
"aluminum hydroxide",50.8,"MG",404472,"ALUMINUM/MAGNESIUM CONTAINING ANTACIDS","GA103"
"nystatin",1e+05,"UNT",151285,"ANTIFUNGAL,TOPICAL","DE102"
"ferrous sulfate",325,"MG",237506,"IRON","TN410"
"phenylephrine",10,"MG",1087047,"DECONGESTANTS,NASAL","NT100"
"paroxetine",12.5,"MG",1738804,"ANTIDEPRESSANTS,OTHER","CN609"
"morphine",80,"MG",894816,"OPIOID ANALGESICS","CN101"
"methyl salicylate",150,"MG",2105947,"ANALGESICS,TOPICAL","DE650"
"menthol",100,"MG",2105947,"ANALGESICS,TOPICAL","DE650"
"tinidazole",500,"MG",539811,"ANTIPROTOZOALS,OTHER","AP109"
"hypromellose",0.003,"MG",793204,"EYE WASHES/LUBRICANTS","OP500"
"magnesium hydroxide",240,"MG",314087,"MAGNESIUM CONTAINING ANTACIDS","GA108"
"triamcinolone",10,"MG",1085752,"GLUCOCORTICOIDS","HS051"
"ezetimibe",10,"MG",1245430,"ANTILIPEMIC AGENTS","CV350"
"simvastatin",20,"MG",1245430,"ANTILIPEMIC AGENTS","CV350"
"enoxaparin",100,"MG",854239,"ANTICOAGULANTS","BL110"
"calcium carbonate",1500,"MG",833746,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",0.01,"MG",833746,"MULTIVITAMINS WITH MINERALS","VT802"
"carvedilol",40,"MG",860524,"BETA BLOCKERS/RELATED","CV100"
"carvedilol",80,"MG",860534,"BETA BLOCKERS/RELATED","CV100"
"gentamicin",0.8,"MG",310473,"AMINOGLYCOSIDES","AM300"
"mesalamine",1200,"MG",686433,"GASTRIC MEDICATIONS,OTHER","GA900"
"olopatadine",2,"MG",1111345,"OPHTHALMICS,OTHER","OP900"
"budesonide",0.18,"MG",966524,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"aliskiren",150,"MG",1011738,"DIRECT RENIN INHIBITOR","CV806"
"phenylephrine",10,"MG",1090087,"DECONGESTANTS,SYSTEMIC","RE200"
"phenol",14.5,"MG",1242125,NA,NA
"sitagliptin",50,"MG",861771,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"metformin",1000,"MG",861771,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"calcium carbonate",1250,"MG",1437788,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",0.01,"MG",1437788,"MULTIVITAMINS WITH MINERALS","VT802"
"carbamazepine",300,"MG",672909,"ANTICONVULSANTS","CN400"
"beclomethasone",40,"MCG",966538,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"sodium fluoride",0.011,"MG",895464,"CARIOSTATICS,TOPICAL","OR100"
"candesartan",8,"MG",577787,"ANGIOTENSIN II INHIBITOR","CV805"
"lorazepam",2,"MG",311376,"BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS","CN302"
"peginterferon alfa-2b",0.12,"MG",805009,NA,NA
"tizanidine",2,"MG",583165,"SKELETAL MUSCLE RELAXANTS","MS200"
"esomeprazole",40,"MG",603536,"GASTRIC MEDICATIONS,OTHER","GA900"
"sodium bicarbonate",84,"MG",792582,"BICARBONATES","TN476"
"morphine",1,"MG",892489,"OPIOID ANALGESICS","CN101"
"tobramycin",3,"MG",208813,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC","OP350"
"dexamethasone",1,"MG",208813,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC","OP350"
"morphine",8,"MG",894914,"OPIOID ANALGESICS","CN101"
"fluocinolone",0.1,"MG",1191301,"ANTI-INFLAMMATORIES,TOPICAL OTIC","OT200"
"zoledronic acid",0.05,"MG",705875,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"calcium carbonate",1250,"MG",1243399,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",125,"UNT",1243399,"VITAMIN D,OTHER","VT509"
"polyethylene glycol 3350",236000,"MG",966922,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium bicarbonate",6740,"MG",966922,"SODIUM BICARBONATE CONTAINING ANTACIDS","GA110"
"sodium sulfate",22740,"MG",966922,"HYPEROSMOTIC LAXATIVES","GA202"
"potassium chloride",2970,"MG",966922,"POTASSIUM","TN430"
"sodium chloride",5860,"MG",966922,"RESPIRATORY AGENTS,OTHER","RE900"
"cholecalciferol",1.25,"MG",1488353,"VITAMIN D,OTHER","VT509"
"budesonide",0.16,"MG",1246304,"ANTIASTHMA,OTHER","RE109"
"formoterol",4.5,"MCG",1246304,"ANTIASTHMA,OTHER","RE109"
"budesonide",0.08,"MG",1246288,"ANTIASTHMA,OTHER","RE109"
"formoterol",4.5,"MCG",1246288,"ANTIASTHMA,OTHER","RE109"
"budesonide",0.16,"MG",1246306,"ANTIASTHMA,OTHER","RE109"
"formoterol",4.5,"MCG",1246306,"ANTIASTHMA,OTHER","RE109"
"sodium chloride",70,"MG",2109530,"RESPIRATORY AGENTS,OTHER","RE900"
"hypochlorite",5,"MG",1299636,"ANTIBACTERIAL,TOPICAL","DE101"
"hypochlorite",5,"MG",1299636,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"hydromorphone",2,"MG",1872269,"OPIOID ANALGESICS","CN101"
"amlodipine",10,"MG",724879,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"valsartan",160,"MG",724879,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"estradiol",0.025,"MG",284412,"ESTROGENS,VAGINAL","GU500"
"ranolazine",500,"MG",860738,"ANTIANGINALS","CV250"
"lubiprostone",0.024,"MG",617768,"GASTRIC MEDICATIONS,OTHER","GA900"
"salicylic acid",30,"MG",796480,"ANTI-INFECTIVES,OTHER","AM900"
"insulin glargine",100,"UNT",847230,"INSULIN","HS501"
"insulin glargine",100,"UNT",847232,"INSULIN","HS501"
"levocetirizine",5,"MG",855174,"ANTIHISTAMINES,PIPERAZINE","AH105"
"nicotine",4,"MG",748052,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"S-adenosylmethionine",400,"MG",730778,"HERBS/ALTERNATIVE THERAPIES","HA000"
"amlodipine",10,"MG",744628,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"olmesartan",40,"MG",744628,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"pramipexole",0.75,"MG",858627,"ANTIPARKINSON AGENTS","CN500"
"oseltamivir",30,"MG",728111,"ANTIVIRALS","AM800"
"diclofenac",0.013,"MG",855628,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"lidocaine",5,"MG",1010902,"LOCAL ANESTHETICS,INJECTION","CN204"
"fenofibrate",48,"MG",544518,"ANTILIPEMIC AGENTS","CV350"
"potassium citrate",5,"MEQ",603282,"CITRATES","TN478"
"hyoscyamine",0.12,"MG",1048340,"ANTISPASMODICS,URINARY,OTHER","GU209"
"sodium phosphate, monobasic",40.8,"MG",1048340,"ANTISPASMODICS,URINARY,OTHER","GU209"
"phenyl salicylate",32.4,"MG",1048340,"ANTISPASMODICS,URINARY,OTHER","GU209"
"methenamine",81,"MG",1048340,"ANTISPASMODICS,URINARY,OTHER","GU209"
"methylene blue",10.8,"MG",1048340,"ANTISPASMODICS,URINARY,OTHER","GU209"
"magnesium sulfate",40,"MG",1658259,"MAGNESIUM","TN460"
"salmeterol",21,"MCG",896245,"ANTIASTHMA,OTHER","RE109"
"fluticasone",115,"MCG",896245,"ANTIASTHMA,OTHER","RE109"
"timolol",5,"MG",861637,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"brimonidine",2,"MG",861637,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"magnesium sulfate",40,"MG",1658262,"MAGNESIUM","TN460"
"trospium",60,"MG",857566,NA,NA
"tretinoin",5e-04,"MG",749329,"ANTIACNE AGENTS,TOPICAL","DE752"
"insulin lispro",100,"UNT",1652640,"INSULIN","HS501"
"magnesium sulfate",80,"MG",829734,"MAGNESIUM","TN460"
"iron carbonyl",45,"MG",809406,"IRON","TN410"
"magnesium sulfate",10,"MG",829757,"MAGNESIUM","TN460"
"oseltamivir",12,"MG",581626,"ANTIVIRALS","AM800"
"filgrastim",0.3,"MG",1649964,"BLOOD FORMATION PRODUCTS","BL400"
"azathioprine",100,"MG",404476,"IMMUNE SUPPRESSANTS","IM600"
"oxybutynin",0.162,"MG",404448,"ANTISPASMODICS,URINARY","GU201"
"Salmonella typhi Ty21a live antigen",2e+09,"UNT",762602,"VACCINES","IM100"
"propylene glycol",3,"MG",477589,"EYE WASHES/LUBRICANTS","OP500"
"propylene glycol",3,"MG",477589,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"polyethylene glycol 400",4,"MG",477589,"EYE WASHES/LUBRICANTS","OP500"
"polyethylene glycol 400",4,"MG",477589,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"camphor",5,"MG",605666,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"menthol",5,"MG",605666,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"nebivolol",2.5,"MG",751620,"BETA BLOCKERS/RELATED","CV100"
"clopidogrel",300,"MG",749198,"PLATELET AGGREGATION INHIBITORS","BL117"
"hypromellose",3,"MG",1233297,"EYE WASHES/LUBRICANTS","OP500"
"dextran 70",1,"MG",1233297,"EYE WASHES/LUBRICANTS","OP500"
"biotin",2.5,"MG",899951,"HERBS/ALTERNATIVE THERAPIES","HA000"
"paroxetine",25,"MG",1738806,"ANTIDEPRESSANTS,OTHER","CN609"
"oxycodone",10,"MG",1049685,"OPIOID ANALGESICS","CN101"
"isotretinoin",10,"MG",351385,"ANTIACNE AGENTS,SYSTEMIC","DE751"
"lansoprazole",30,"MG",866152,"GASTRIC MEDICATIONS,OTHER","GA900"
"olmesartan",20,"MG",847060,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",12.5,"MG",847060,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"olmesartan",40,"MG",847042,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",25,"MG",847042,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"ciclesonide",0.05,"MG",1797843,"ANTI-INFLAMMATORIES,NASAL","NT200"
"diclofenac",0.01,"MG",855635,"ANTI-INFLAMMATORY,TOPICAL","DE200"
"eplerenone",50,"MG",402105,"POTASSIUM SPARING/COMBINATIONS DIURETICS","CV704"
"soy protein isolate",55,"MG",360135,NA,NA
"desvenlafaxine",50,"MG",790290,"ANTIDEPRESSANTS,OTHER","CN609"
"topiramate",200,"MG",151229,"ANTICONVULSANTS","CN400"
"thioctate",300,"MG",1115568,NA,NA
"certolizumab pegol",200,"MG",795085,"TUMOR NECROSIS FACTOR BLOCKER","GA400"
"rubella virus vaccine live (Wistar RA 27-3 strain)",2000,"UNT",804186,NA,NA
"mumps virus vaccine live, Jeryl Lynn strain",25000,"UNT",804186,NA,NA
"measles virus vaccine live, Enders' attenuated Edmonston strain",2000,"UNT",804186,NA,NA
"Bifidobacterium infantis",4,"MG",827349,NA,NA
"melatonin",5,"MG",252732,"HERBS/ALTERNATIVE THERAPIES","HA000"
"risedronate",150,"MG",905030,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"benzocaine",200,"MG",615968,"ANESTHETICS,MUCOSAL","NT300"
"metformin",1000,"MG",861015,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"mepivacaine",10,"MG",1866515,"LOCAL ANESTHETICS,INJECTION","CN204"
"ropinirole",4,"MG",800497,"ANTIPARKINSON AGENTS","CN500"
"cholecalciferol",0.05,"MG",804146,"VITAMIN D,OTHER","VT509"
"heparin",2,"UNT",1362935,"ANTICOAGULANTS","BL110"
"cholecalciferol",0.05,"MG",1098887,"VITAMIN D,OTHER","VT509"
"fenofibrate",54,"MG",352031,"ANTILIPEMIC AGENTS","CV350"
"difluprednate",0.5,"MG",804547,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"clevidipine",0.5,"MG",1790242,"CALCIUM CHANNEL BLOCKERS","CV200"
"teriparatide",0.02,"MG",1435117,"PARATHYROID","HS600"
"venlafaxine",37.5,"MG",808751,"ANTIDEPRESSANTS,OTHER","CN609"
"dopamine",1.6,"MG",1743877,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"dobutamine",1,"MG",309985,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"nicardipine",0.2,"MG",858605,"CALCIUM CHANNEL BLOCKERS","CV200"
"levalbuterol",0.417,"MG",833470,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION","RE102"
"fenofibrate",135,"MG",828377,"ANTILIPEMIC AGENTS","CV350"
"mesalamine",375,"MG",825134,"GASTRIC MEDICATIONS,OTHER","GA900"
"dexlansoprazole",60,"MG",902626,"GASTRIC MEDICATIONS,OTHER","GA900"
"dexlansoprazole",30,"MG",902624,"GASTRIC MEDICATIONS,OTHER","GA900"
"lanolin",0.155,"MG",705895,NA,NA
"petrolatum",0.534,"MG",705895,"EYE WASHES/LUBRICANTS","OP500"
"degarelix",80,"MG",858125,"ANTINEOPLASTIC HORMONES","AN500"
"degarelix",120,"MG",858127,"ANTINEOPLASTIC HORMONES","AN500"
"fesoterodine",4,"MG",810075,"ANTISPASMODICS,URINARY","GU201"
"nebivolol",20,"MG",827075,"BETA BLOCKERS/RELATED","CV100"
"armodafinil",150,"MG",805659,"CNS STIMULANTS,OTHER","CN809"
"armodafinil",250,"MG",805661,"CNS STIMULANTS,OTHER","CN809"
"insulin aspart, human",100,"UNT",2205454,"INSULIN","HS501"
"amlodipine",5,"MG",848149,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"hydrochlorothiazide",25,"MG",848149,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"valsartan",160,"MG",848149,"ANTIHYPERTENSIVE COMBINATIONS","CV400"
"certolizumab pegol",200,"MG",849599,"TUMOR NECROSIS FACTOR BLOCKER","GA400"
"ketorolac",30,"MG",860115,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"cholecalciferol",0.125,"MG",857466,"VITAMIN D,OTHER","VT509"
"prasugrel",10,"MG",855816,"PLATELET AGGREGATION INHIBITORS","BL117"
"dexamethasone",0.7,"MG",854181,"OPHTHALMICS,OTHER","OP900"
"guanfacine",1,"MG",862010,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"guanfacine",4,"MG",862027,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"sulfacetamide",100,"MG",1006684,"ANTIBACTERIAL,TOPICAL","DE101"
"zinc oxide",0.1,"MG",1494206,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"alprostadil",0.02,"MG",1234240,"PROSTAGLANDINS","HS875"
"ciclopirox",10,"MG",544743,"ANTIFUNGAL,TOPICAL","DE102"
"hyaluronate",15,"MG",1245985,"ANTIRHEUMATICS,OTHER","MS190"
"hyaluronate",15,"MG",1245985,"OPHTHALMICS,OTHER","OP900"
"celecoxib",50,"MG",686381,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"aliskiren",300,"MG",1011741,"DIRECT RENIN INHIBITOR","CV806"
"tetracycline",125,"MG",1294621,"H. PYLORI AGENTS","GA303"
"bismuth subcitrate",140,"MG",1294621,"H. PYLORI AGENTS","GA303"
"metronidazole",125,"MG",1294621,"H. PYLORI AGENTS","GA303"
"acetylcysteine",600,"MG",606971,"HERBS/ALTERNATIVE THERAPIES","HA000"
"cyclosporine",25,"MG",835896,"IMMUNE SUPPRESSANTS","IM600"
"racepinephrine",22.5,"MG",212350,NA,NA
"sumatriptan",20,"MG",582328,"ANTIMIGRAINE AGENTS","CN105"
"diltiazem",120,"MG",831215,"CALCIUM CHANNEL BLOCKERS","CV200"
